BNF Code,BNF Name,ADQ Value,ADQ Unit
0302000K0AAAKAK,Budesonide_Pdr For Inh 100mcg (200 D),0.4,MG
0302000K0AAALAL,Budesonide/Formoterol Inh B/A 100/6(120D,2,Puffs
0302000K0AAAMAM,Budesonide/Formoterol Inh B/A 200/6(120D,2,Puffs
0302000K0AAAUAU,Budesonide/Formoterol Inh B/A 400/12(60D,2,
0302000K0AAAVAV,Budesonide_Pdr For Inh 200mcg (100D)+Dev,0.4,MG
0302000K0AAAWAW,Budesonide_Pdr For Inh 200mcg (100D) Ref,0.4,MG
0302000K0AAAXAX,Budesonide_Pdr For Inh 200mcg (200 D),0.4,MG
0302000K0AABABA,Budesonide_Inha 200mcg (120 D) CFF,0.4,MG
0302000K0BBAGAI,Pulmicort_Respule 500mcg/ml 2ml Ud,1.5,MG
0302000K0BBAHAG,Pulmicort_Turbohaler 200mcg (100 D),0.4,MG
0302000K0BBAIAH,Pulmicort_Turbohaler 400mcg (50 D),0.4,MG
0302000K0BBAJAJ,Pulmicort_Respule 250mcg/ml 2ml Ud,1.5,MG
0302000K0BBAKAK,Pulmicort_Turbohaler 100mcg (200 D),0.4,MG
0302000K0BDAAAL,Symbicort_Turbohaler 100mcg/6mcg (120 D),2,Puffs
0302000K0BDABAM,Symbicort_Turbohaler 200mcg/6mcg (120 D),2,Puffs
0302000K0BDACAU,Symbicort_Turbohaler 400mcg/12mcg (60 D),2,
0302000K0BFAAAV,Budelin Novolizer_Inh 200mcg (100 D),0.4,MG
0302000K0BFABAC,Budelin Novolizer_Inh 200mcg 100D Ref,0.4,MG
0302000K0BGAAAK,Easyhaler_Budesonide 100mcg (200 D),0.4,MG
0302000K0BGABAX,Easyhaler_Budesonide 200mcg (200 D),0.4,MG
0302000K0BGACAY,Easyhaler_Budesonide 400mcg (100 D),0.4,MG
0302000K0BHAAAM,DuoResp Spiromax_Inh 160mcg/4.5mcg(120D),2,Puffs
0302000K0BHABAU,DuoResp Spiromax_Inh 320mcg/9mcg (60 D),2,
0302000N0AAARAR,Fluticasone Prop_Pdr For Inh 50mcg (60D),0.2,MG
0302000N0AAASAS,Fluticasone Prop_Pdr For Inh 100mcg(60D),0.2,MG
0302000N0AAATAT,Fluticasone Prop_Pdr For Inh 250mcg(60D),0.2,MG
0302000N0AAAUAU,Fluticasone Prop_Pdr For Inh 500mcg(60D),0.2,MG
0302000N0AAAVAV,Fluticasone Prop_Inh Soln 500mcg/2ml Ud,2,MG
0302000N0AAAWAW,Fluticasone Prop_Inh Soln 2mg/2ml Ud,2,MG
0302000N0AAAXAX,Fluticasone/Salmeterol_Inh 100/50mcg 60D,2,Puffs
0302000N0AAAYAY,Fluticasone/Salmeterol_Inh 250/50mcg 60D,2,Puffs
0302000N0AAAZAZ,Fluticasone/Salmeterol_Inh 500/50mcg 60D,2,Puffs
0302000N0AABABA,Fluticasone Prop_Inha 125mcg (120 D) CFF,0.2,MG
0302000N0AABCBC,Fluticasone Prop_Inha 250mcg (120 D) CFF,0.2,MG
0302000N0AABEBE,Fluticasone/Salmeterol_Inh 50/25mcg 120D,4,
0302000N0AABFBF,Fluticasone/Salmeterol_Inh 125/25mcg120D,4,
0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,4,
0302000N0AABHBH,Fluticasone Prop_Inha 50mcg (120 D) CFF,0.2,MG
0302000N0AABJBJ,Fluticasone/Formoterol_Inh 125/5mcg 120D,N/A,N/A
0302000N0AABKBK,Fluticasone/Formoterol_Inh 250/10mcg120D,N/A,N/A
0302000N0AABLBL,Fluticasone/Formoterol_Inh 50/5mcg 120 D,N/A,N/A
0302000N0AABMBM,Fluticasone/Vilanterol_Inha 184/22mcg30D,N/A,N/A
0302000N0AABNBN,Fluticasone/Vilanterol_Inha 92/22mcg 30D,N/A,N/A
0302000N0BBAFAF,Flixotide_Disk 250mcg Ref,0.2,MG
0302000N0BBARAR,Flixotide_Accuhaler 50mcg (60 D),0.2,MG
0302000N0BBASAS,Flixotide_Accuhaler 100mcg (60 D),0.2,MG
0302000N0BBATAT,Flixotide_Accuhaler 250mcg (60 D),0.2,MG
0302000N0BBAUAU,Flixotide_Accuhaler 500mcg (60 D),0.2,MG
0302000N0BBAVAV,Flixotide_Nebules 500mcg/2ml Ud,2,MG
0302000N0BBAWAW,Flixotide_Nebules 2mg/2ml Ud,2,MG
0302000N0BBAXBA,Flixotide_Evohaler 125mcg (120 D),0.2,MG
0302000N0BBAYBB,Flixotide_Evohaler 125mcg (60 D),0.2,MG
0302000N0BBAZBC,Flixotide_Evohaler 250mcg (120 D),0.2,MG
0302000N0BBBBBH,Flixotide_Evohaler 50mcg (120 D),0.2,MG
0302000N0BCAAAX,Seretide 100_Accuhaler 100mcg/50mcg(60D),2,Puffs
0302000N0BCABAY,Seretide 250_Accuhaler 250mcg/50mcg(60D),2,Puffs
0302000N0BCACAZ,Seretide 500_Accuhaler 500mcg/50mcg(60D),2,Puffs
0302000N0BCADBE,Seretide 50_Evohaler 50mcg/25mcg (120 D),4,
0302000N0BCAEBF,Seretide 125_Evohaler 125mcg/25mcg(120D),4,
0302000N0BCAFBG,Seretide 250_Evohaler 250mcg/25mcg(120D),4,
0302000N0BDAABJ,Flutiform_Inha 125/5mcg (120 D),N/A,N/A
0302000N0BDABBK,Flutiform_Inha 250/10mcg (120 D),N/A,N/A
0302000N0BDACBL,Flutiform_Inha 50/5mcg (120 D),N/A,N/A
0302000N0BEAABM,Relvar Ellipta_Inha 184mcg/22mcg (30 D),N/A,N/A
0302000N0BEABBN,Relvar Ellipta_Inha 92mcg/22mcg (30 D),N/A,N/A
0302000N0BFAABF,Sirdupla_Inh 125mcg/25mcg (120D),4,
0302000N0BFABBG,Sirdupla_Inh 250mcg/25mcg (120D),4,
0302000N0BGAAAZ,AirFluSal Forspiro_Inh 500/50mcg (60D),2,Puffs
0302000R0AAAAAA,Mometasone Fur_Pdr For Inh 200mcg (30 D),400,MCG
0302000R0AAABAB,Mometasone Fur_Pdr For Inh 200mcg (60 D),400,MCG
0302000R0AAACAC,Mometasone Fur_Pdr For Inh 400mcg (30 D),400,MCG
0302000R0AAADAD,Mometasone Fur_Pdr For Inh 400mcg (60 D),400,MCG
0302000R0BBAAAA,Asmanex Twisthaler_D/P Inh 200mcg (30 D),400,MCG
0302000R0BBABAB,Asmanex Twisthaler_D/P Inh 200mcg (60 D),400,MCG
0302000R0BBACAC,Asmanex Twisthaler_D/P Inh 400mcg (30 D),400,MCG
0302000R0BBADAD,Asmanex Twisthaler_D/P Inh 400mcg (60 D),400,MCG
0302000U0AAAAAA,Ciclesonide_Inh 80mcg (120 D) CFF,0.16,MG
0302000U0AAABAB,Ciclesonide_Inh 160mcg (120 D) CFF,0.16,MG
0302000U0AAACAC,Ciclesonide_Inh 160mcg (60 D) CFF,0.16,MG
0302000U0BBAAAA,Alvesco 80_Inh 80mcg (120 D) CFF,0.16,MG
0302000U0BBABAB,Alvesco 160_Inh 160mcg (120 D) CFF,0.16,MG
0302000U0BBACAC,Alvesco 160_Inh 160mcg (60 D) CFF,0.16,MG
0303010J0AAADAD,Nedocromil Sod_Inha 2mg (112 D) CFF,12,MG
0303010J0BBAFAD,Tilade_Inha 2mg (112 D) CFF,12,MG
0303010Q0AAANAN,Sod Cromoglicate_Inha 5mg (112D) CFF,N/A,N/A
0303010Q0BBALAN,Intal_Inha 5mg (112 D) CFF,N/A,N/A
0303020G0AAAAAA,Montelukast_Tab Chble 5mg S/F,10,MG
0303020G0AAABAB,Montelukast_Tab 10mg,10,MG
0303020G0AAACAC,Montelukast_Tab Chble 4mg S/F,10,MG
0303020G0AAADAD,Montelukast_Gran Sach 4mg S/F,10,MG
0303020G0BBAAAA,Singulair_Tab Paed Chble 5mg,10,MG
0303020G0BBABAB,Singulair_Tab 10mg,10,MG
0303020G0BBACAC,Singulair_Tab Paed Chble 4mg,10,MG
0303020G0BBADAD,Singulair_Gran Sach Paed 4mg,10,MG
0303020Z0AAAAAA,Zafirlukast_Tab 20mg,40,MG
0303020Z0BBAAAA,Accolate_Tab 20mg,40,MG
0303030B0AAAAAA,Roflumilast_Tab 500mcg,N/A,N/A
0303030B0BBAAAA,Daxas_Tab 500mcg,N/A,N/A
0304010A0AAAAAA,Acrivastine_Cap 8mg,24,MG
0304010A0AAACAC,Acrivastine/Pseudoephed_Cap 8mg/60mg,N/A,N/A
0304010A0BCAAAA,Benadryl_Allergy Relief Cap 8mg,24,MG
0304010A0BCABAC,Benadryl Allgy Relief Plus Decongest_Cap,N/A,N/A
0304010AAAAAAAA,Mizolastine_Tab 10mg M/R,10,MG
0304010AABBAAAA,Mizollen_Tab 10mg,10,MG
0304010ABAAAAAA,Desloratadine_Tab 5mg,5,MG
0304010ABAAADAD,Desloratadine_Oral Soln 2.5mg/5ml S/F,5,MG
0304010ABBBAAAA,Neoclarityn_Tab 5mg,5,MG
0304010ABBBACAD,Neoclarityn_Oral Soln 2.5mg/5ml,5,MG
0304010ACAAAAAA,Levocetirizine_Tab 5mg,5,MG
0304010ACAAABAB,Levocetirizine_Oral Soln 500mcg/ml S/F,5,MG
0304010ACBBAAAA,Xyzal_Tab 5mg,5,MG
0304010ACBBABAB,Xyzal_Oral Soln 0.5mg/ml,5,MG
0304010AEAAAAAA,Rupatadine Fumar_Tab 10mg,N/A,N/A
0304010AEBBAAAA,Rupafin_Tab 10mg,N/A,N/A
0304010AFAAAAAA,Bilastine_Tab 20mg,N/A,N/A
0304010AGAAABAB,Ketotifen Fumar_Elix 1mg/5ml S/F,2,MG
0304010AGAAACAC,Ketotifen Fumar_Tab 1mg,2,MG
0304010AGBBAAAA,Zaditen_Cap 1mg,2,MG
0304010AGBBABAC,Zaditen_Tab 1mg,2,MG
0304010AGBBACAB,Zaditen_Elix 1mg/5ml S/F,2,MG
0304010D0AAAAAA,Loratadine_Tab 10mg,10,MG
0304010D0AAABAB,Loratadine_Oral Soln 5mg/5ml,10,MG
0304010D0AAAEAE,Loratadine_Oral Lyophilisate Tab10mg S/F,10,MG
0304010D0BBACAA,Clarityn_Allergy Tab 10mg,10,MG
0304010D0BBADAB,Clarityn_Allergy Syr 5mg/5ml,10,MG
0304010D0BBAEAE,Clarityn Rapide_Allergy Tab 10mg,10,MG
0304010E0AAAAAA,Fexofenadine HCl_Tab 120mg,120,MG
0304010E0AAABAB,Fexofenadine HCl_Tab 180mg,120,MG
0304010E0AAACAC,Fexofenadine HCl_Tab 30mg,120,MG
0304010E0BBAAAA,Telfast 120_Tab 120mg,120,MG
0304010E0BBABAB,Telfast 180_Tab 180mg,120,MG
0304010E0BBACAC,Telfast 30_Tab 30mg,120,MG
0304010F0AAADAD,Brompheniramine Mal_Cap 12mg M/R,12,MG
0304010G0AAAAAA,Chlorphenamine Mal_Inj 10mg/ml 1ml Amp,N/A,N/A
0304010G0AAABAB,Chlorphenamine Mal_Oral Soln 2mg/5ml,12,MG
0304010G0AAACAC,Chlorphenamine Mal_Tab 4mg,12,MG
0304010G0AAAPAP,Chlorphenamine Mal_Oral Soln 2mg/5ml S/F,12,MG
0304010G0BCAAAC,Piriton_Tab 4mg,12,MG
0304010G0BCACAB,Piriton_Syr 2mg/5ml,12,MG
0304010G0BCAHAC,Piriton Allergy_Tab 4mg,12,MG
0304010G0BJAAAP,Allerief_Oral Soln 2mg/5ml S/F,12,MG
0304010G0BKAAAC,Hayleve_Tab 4mg,12,MG
0304010H0AAABAB,Clemastine Fumar_Tab 1mg,2,MG
0304010H0BBAAAB,Tavegil_Tab 1mg,2,MG
0304010I0AAAAAA,Cetirizine HCl_Tab 10mg,10,MG
0304010I0AAABAB,Cetirizine HCl_Oral Soln 1mg/1ml S/F,10,MG
0304010I0AAADAD,Cetirizine HCl_Cap 10mg,10,MG
0304010I0BBAAAA,Zirtek_Tab 10mg,10,MG
0304010I0BBACAA,Zirtek_Allergy Tab 10mg,10,MG
0304010I0BBADAB,Zirtek_Allergy Soln 1mg/1ml S/F,10,MG
0304010I0BBAEAB,Zirtek_Allergy Relief Soln Child 1mg/1ml,10,MG
0304010I0BBAFAA,Zirtek_Allergy Relief Tab 10mg,10,MG
0304010I0BEAAAC,Benadryl_Relief Tab 10mg OAD,10,MG
0304010I0BEACAB,Benadryl_Allergy Relief Soln 1mg/1ml S/F,10,MG
0304010I0BEADAB,Benadryl_Allergy Child 6+ Soln1mg/1mlS/F,10,MG
0304010I0BEAEAD,Benadryl_Allergy Liq Release Cap 10mg,10,MG
0304010I0BEAFAB,Benadryl_Allergy Child Soln 1mg/1ml,10,MG
0304010I0BFAAAC,Piriteze_Allergy Tab 10mg,10,MG
0304010I0BFABAB,Piriteze_Allergy Syr 1mg/1ml S/F,10,MG
0304010I0BKABAA,Pollenshield_Hayfever Tab 10mg,10,MG
0304010I0BNAAAB,Care_Hayfever & Allergy Oral Soln 1mg/ml,10,MG
0304010I0BPAAAA,Allacan_Tab 10mg,10,MG
0304010I0BQAAAA,BecoAllergy_Tab 10mg,10,MG
0304010J0AAAAAA,Hydroxyzine HCl_Oral Soln 10mg/5ml,25,MG
0304010J0AAABAB,Hydroxyzine HCl_Tab 10mg,25,MG
0304010J0AAACAC,Hydroxyzine HCl_Tab 25mg,25,MG
0304010J0AAAFAF,Hydroxyzine HCl_Liq Spec 5mg/5ml,25,MG
0304010J0BBAAAB,Atarax_Tab 10mg,25,MG
0304010J0BBABAC,Atarax_Tab 25mg,25,MG
0304010J0BCAAAA,Ucerax_Syr 2mg/ml,25,MG
0304010K0AAABAB,Cyproheptadine HCl_Tab 4mg,12,MG
0304010K0AAADAD,Cyproheptadine HCl_Liq Spec 2mg/5ml,12,MG
0304010K0BBAAAB,Periactin_Tab 4mg,12,MG
0304010N0AAAGAG,Diphenhydramine HCl_Tab 25mg,N/A,N/A
0304010N0AAAPAP,Diphenhydramine HCl_Tab 50mg,N/A,N/A
0304010N0AAAWAW,Diphenhydramine HCl_Liq Spec 10mg/5ml,N/A,N/A
0304010N0BFACAG,Nytol_Tab 25mg,N/A,N/A
0304010N0BFADAP,Nytol One-A-Night_Tab 50mg,N/A,N/A
0304010N0BHADAG,Boots_Sleepeaze Tab 25mg,N/A,N/A
0304010N0BKABAP,Lloyds_Ex Strgh Sleep Aid Tab 50mg,N/A,N/A
0304010N0BTAAAP,Galpharm_One A Night Nightcalm Tab 50mg,N/A,N/A
0304010W0AAABAB,Promethazine HCl_Inj 25mg/ml 1ml Amp,N/A,N/A
0304010W0AAADAD,Promethazine HCl_Tab 10mg,25,MG
0304010W0AAAEAE,Promethazine HCl_Tab 20mg,25,MG
0304010W0AAALAL,Promethazine HCl_Tab 25mg,25,MG
0304010W0AAAPAP,Promethazine HCl_Oral Soln 5mg/5ml S/F,25,MG
0304010W0BBAAAD,Phenergan_Tab 10mg,25,MG
0304010W0BBABAL,Phenergan_Tab 25mg,25,MG
0304010W0BBADAB,Phenergan_Inj 25mg/ml 1ml Amp,N/A,N/A
0304010W0BBAIAL,Phenergan Nightime_Tab 25mg,25,MG
0304010W0BBAJAP,Phenergan_Elix 5mg/5ml,25,MG
0304010W0BCAAAE,Sominex_Tab 20mg,25,MG
0304010Y0AAABAB,Alimemazine Tart_Oral Soln 7.5mg/5ml,20,MG
0304010Y0AAACAC,Alimemazine Tart_Oral Soln 30mg/5ml,20,MG
0304010Y0AAADAD,Alimemazine Tart_Tab 10mg,20,MG
0304010Y0BBABAB,Vallergan_Syr 7.5mg/5ml,20,MG
0304010Y0BBACAC,Vallergan Fte_Syr 30mg/5ml,20,MG
0304020P0BJAAA0,"Grazax_Oral Lyophilisate Tab 75,000 SQ-T",N/A,N/A
0304020X0AAABAB,Omalizumab_Inj 75mg/0.5ml Pfs,N/A,N/A
0304020X0AAACAC,Omalizumab_Inj 150mg/ml Pfs,N/A,N/A
0304020X0BBABAB,Xolair_Inj 75mg/0.5ml Pfs,N/A,N/A
0304030C0AAA2A2,Adren_Pf Pen 1/2000 500mcg/ml 0.3ml,N/A,N/A
0304030C0AAA3A3,Adren_Pf Pen 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0AAABAB,Adren_Inj 1/1000 1ml Amp,N/A,N/A
0304030C0AAAFAF,Adren_Inj 1/1000 0.5ml Amp,N/A,N/A
0304030C0AAAXAX,Adren_Inj 1/1000 5ml Amp,N/A,N/A
0304030C0AAAYAY,Adren_Inj 1/1000 1ml Pfs,N/A,N/A
0304030C0AABFBF,Adren_Inj 1/1000 0.15ml Pf Pen,N/A,N/A
0304030C0AABGBG,Adren_Inj 1/1000 0.5ml Pf Pen,N/A,N/A
0304030C0BCADAL,Minjet_Adren 1/1000 1mg/1ml (21 Gauge),N/A,N/A
0304030C0BEAAA2,Epipen Jr_Auto-Inj 1/2000 0.5mg/ml 0.3ml,N/A,N/A
0304030C0BEABA3,Epipen_Auto-Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BGAAA3,Anapen_Auto-Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BHAABF,Jext_Inj 1/1000 0.15ml Pf Pen Autoinject,N/A,N/A
0304030C0BHABA3,Jext_Inj 1/1000 0.3ml Pf Pen Autoinject,N/A,N/A
0304030C0BIAABF,Emerade_Auto Inj 1/1000 1mg/ml 0.15ml,N/A,N/A
0304030C0BIABA3,Emerade_Auto Inj 1/1000 1mg/ml 0.3ml,N/A,N/A
0304030C0BIACBG,Emerade_Auto Inj 1/1000 1mg/ml 0.5ml,N/A,N/A
0304030F0AAAAAA,C1-Esterase Inhibitor_Inj 500u Vl + Dil,N/A,N/A
0304030F0BDAAAA,Berinert_Inj 500u Vl + Dil,N/A,N/A
0307000C0AAAAAA,Acetylcy_Gran Sach 200mg,N/A,N/A
0307000C0AAAJAJ,Acetylcy_Tab Eff 600mg,N/A,N/A
0307000C0AAAKAK,Acetylcy_Cap 600mg,N/A,N/A
0307000C0AAAMAM,Acetylcy_Tab 600mg,N/A,N/A
0307000C0AAAPAP,Acetylcy_Tab 200mg,N/A,N/A
0307000C0BDAAAA,Fluimucil N_Gran Sach 200mg,N/A,N/A
0307000C0BDAFAJ,Fluimucil 600_Tab Eff 600mg,N/A,N/A
0307000C0BFAAAK,OroNAC 600_Cap,N/A,N/A
0307000C0BFABAM,OroNAC 600_Tab,N/A,N/A
0307000C0BFACAJ,OroNAC 600_Tab Eff,N/A,N/A
0307000C0BIAAAJ,ACC-600_Tab Eff,N/A,N/A
0307000J0AAAAAA,Carbocisteine_Cap 375mg,N/A,N/A
0307000J0AAABAB,Carbocisteine_Oral Soln 125mg/5ml,N/A,N/A
0307000J0AAACAC,Carbocisteine_Oral Soln 250mg/5ml,N/A,N/A
0307000J0AAAGAG,Carbocisteine_Soln750mg/10mlSach10ml S/F,N/A,N/A
0307000J0BBAAAA,Mucodyne_Cap 375mg,N/A,N/A
0307000J0BBABAC,Mucodyne_Syr 250mg/5ml,N/A,N/A
0307000J0BBADAB,Mucodyne_Paed Syr 125mg/5ml,N/A,N/A
0307000K0AAAAAA,Dornase Alfa_Neb Soln 2.5mg/2.5ml Amp,N/A,N/A
0307000K0BBAAAA,Pulmozyme_Neb Soln 2.5mg/2.5ml Amp,N/A,N/A
0307000L0AAAAAA,Mecysteine HCl_Tab G/R 100mg,N/A,N/A
0307000Q0AAAAAA,Erdosteine_Cap 300mg,N/A,N/A
0307000Q0BBAAAA,Erdotin_Cap 300mg,N/A,N/A
0307000R0AAAAAA,Mannitol_Pdr Inh Cap 40mg + 2 Dev,N/A,N/A
030800000BDBMA0,Olbas For Child_Oil,N/A,N/A
030800000BDBNA0,Covonia_Vapour Dps,N/A,N/A
030800000BDBQA0,Vicks_Vaporub Rub,N/A,N/A
0308000B0AAAAAA,Benz Co_Tinct,N/A,N/A
0308000B0AAABAB,Benz_Tinct BPC,N/A,N/A
0308000M0AAAAAA,Menthol & Eucalyptus_Inh BP 1980,N/A,N/A
0309010C0AAAAAA,Codeine Phos_Linct 15mg/5ml,N/A,N/A
0309010C0AAADAD,Codeine Phos_Linct 15mg/5ml S/F,N/A,N/A
0309010C0AAAEAE,Codeine Phos_Linct Paed 3mg/5ml S/F,N/A,N/A
0309010C0BBAAAD,Galcodine_Linct 15mg/5ml S/F,N/A,N/A
0309010L0AAAHAH,Dextrometh Hydrob_Oral Susp 30mg/5ml,N/A,N/A
0309010L0AAAQAQ,Dextrometh Hydrob_Linct 7.5mg/5ml S/F,N/A,N/A
0309010L0BMAAAQ,Robitussin_Dry Cough Linct 7.5mg/5ml S/F,N/A,N/A
0309010X0AAABAB,Pholcodine_Linct 5mg/5ml,N/A,N/A
0309010X0AAACAC,Pholcodine_Linct Strong 10mg/5ml,N/A,N/A
0309010X0AAALAL,Pholcodine_Linct 5mg/5ml S/F,N/A,N/A
0309010X0AAAQAQ,Pholcodine_Linct Strong 10mg/5ml S/F,N/A,N/A
0309010X0AAARAR,Pholcodine_Oral Soln 2mg/5ml S/F,N/A,N/A
0309010X0BCAAAL,Galenphol_Linct 5mg/5ml S/F,N/A,N/A
0309010X0BCABAQ,Galenphol_Linct Strong 10mg/5ml S/F,N/A,N/A
0309010X0BCACAR,Galenphol_Linct Paed 2mg/5ml S/F,N/A,N/A
0309010X0BFAAAL,Pavacol-D_Diabetic Mix S/F,N/A,N/A
0309010X0BSAAAL,Covonia_Dry Cough Linct 5mg/5ml S/F,N/A,N/A
030902000BEBYA0,Thornton & Ross_Menthol Bronchial Balsam,N/A,N/A
030902000BECKA0,Meltus_Adult Chesty Cough+Decongest Susp,N/A,N/A
030902000BECLA0,Allens_Pine & Honey Balsam,N/A,N/A
030902000BEDIA0,Benylin_Mucus Cough Night Syr,N/A,N/A
030902000BEDNA0,Covonia_Herbal Mucus Cough Syr,N/A,N/A
030902000BEDSA0,Buttercup_Bronchostop Cough Syr,N/A,N/A
030902040AAAAAA,Diphenhydramine HCl/Menthol_Syr,N/A,N/A
030902040BBAAA0,Benylin_Chesty Coughs Original,N/A,N/A
030902040BBADAA,Benylin_Child Night Cough,N/A,N/A
0309020AFBCAAAA,Sudafed_Dry Coughs + Decongest Liq,N/A,N/A
0309020B0AAACAC,Ammonia & Ipecac_Mix,N/A,N/A
0309020D0AAAAAA,Simple_Linct,N/A,N/A
0309020D0AAABAB,Simple_Linct Paed,N/A,N/A
0309020D0AAADAD,Simple_Linct S/F,N/A,N/A
0309020D0AAAFAF,Simple_Linct Paed S/F,N/A,N/A
0309020D0BCAAAF,Care_Simple Linct Paed S/F,N/A,N/A
0309020G0AAABAB,Guaifenesin_Oral Soln 100mg/5ml,N/A,N/A
0309020G0AAAEAE,Guaifenesin_Oral Soln 66.67mg/5ml S/F,N/A,N/A
0309020G0AAAGAG,Guaifen/Pseudoephed_Liq 100mg/30mg/5ml,N/A,N/A
0309020G0AAAIAI,Guaifenesin_Linct 50mg/5ml S/F,N/A,N/A
0309020G0AAALAL,Guaifenesin_Oral Soln 50mg/5ml,N/A,N/A
0309020G0AAAPAP,Guaifen/Levomen_Oral Soln100mg/1.1mg/5ml,N/A,N/A
0309020G0BBACAB,Robitussin_Chesty Cough Liq 100mg/5ml,N/A,N/A
0309020G0BBADAG,Robitussin_Chesty Cough + Congestion Liq,N/A,N/A
0309020G0BFAAAE,Lloyds_Expect Cough Syr 66.67mg/5ml,N/A,N/A
0309020G0BGABAI,Tixylix Chesty Cough_Linct 50mg/5ml S/F,N/A,N/A
0309020G0BNACAP,Benylin_Chesty Coughs Non-DrowsyOralSoln,N/A,N/A
0309020G0BNAEAP,Benylin_Mucus Cough Syr,N/A,N/A
0309020G0BNAGAB,Benylin_Mucus Cough Menthol Oral Soln,N/A,N/A
0309020G0BPAAAL,Lemsip_Chesty Cough Oral Soln 50mg/5ml,N/A,N/A
0309020G0BSAAAG,Sudafed_Chesty Coughs With Decongest Liq,N/A,N/A
0309020G0BVAAAE,Covonia_Chesty Cough Oral Soln S/F,N/A,N/A
0309020H0AAABAB,"Glycerol,Lem,Honey & Ipecac_Oral Soln",N/A,N/A
0309020H0AAAEAE,"Glycerol,Honey & Lem_Linct",N/A,N/A
0309020H0AAAGAG,"Glycerol,Lem,Honey & Glucose_Syr",N/A,N/A
0309020H0AAAHAH,Glycerol_Oral Soln 0.75ml/5ml S/F,N/A,N/A
0309020H0AAAIAI,Glycerol & Sucrose_Linct,N/A,N/A
0309020H0AAAMAM,Glycerol_Oral Soln 750mg/5ml,N/A,N/A
0309020H0BHAAA0,Tixylix Baby_Syr S/F,N/A,N/A
0309020H0BHABAH,Tixylix Toddler_Syr,N/A,N/A
0309020H0BHACAE,"Tixylix Honey, Lem & Glycerol_Oral Soln",N/A,N/A
0309020H0BHADAH,Tixylix_Blkcurrant Flav Syr,N/A,N/A
0309020H0BJACAI,Benylin_Dry Coughs Blkcurrant Syr,N/A,N/A
0309020H0BLABAH,Benylin_Child Apple Flav Cough Syr,N/A,N/A
0309020H0BLACAH,Benylin_Child Blkcurrant Flav Cough Syr,N/A,N/A
0309020H0BLAEAI,Benylin_Children'sCough & SoreThroat Syr,N/A,N/A
0309020H0BMABAH,CalCough_Infant Syr,N/A,N/A
0309020H0BMACAI,CalCough_Child Soothing Syr,N/A,N/A
0309020H0BNAAAJ,Covonia_Dry & Tickly Cough Linct,N/A,N/A
0309020I0BBAAA0,Covonia_Mentholated Cough Mix,N/A,N/A
0309020Q0AAABAB,Gppe Linct_Sudafed,N/A,N/A
0309020R0AAABAB,Gppe Oral Soln_Covonia Night Time S/F,N/A,N/A
0309020R0BDAAAB,Covonia_Night Time For S/F,N/A,N/A
0309020X0AAAAAA,Terpin & Codeine_Linct,N/A,N/A
0310000E0AAAAAA,Gppe Tab_Haymine,N/A,N/A
0310000E0BBAAAA,Haymine_Tab,N/A,N/A
0310000N0AAABAB,Pseudoephed HCl_Oral Soln 30mg/5ml,N/A,N/A
0310000N0AAACAC,Pseudoephed HCl_Tab 60mg,N/A,N/A
0310000N0AAAFAF,Pseudoephed HCl_Oral Soln 30mg/5ml S/F,N/A,N/A
0310000N0AAAGAG,Gppe Tab_Sudafed Plus,N/A,N/A
0310000N0AAALAL,Pseudoephed/Chlorphen_Soln 30/2mg/5mlS/F,N/A,N/A
0310000N0AAAUAU,Paracet/Pseudoephed HCl_Tab 500mg/60mg,N/A,N/A
0310000N0AAAVAV,Pseudoephed HCl_Tab 120mg M/R,N/A,N/A
0310000N0AAAWAW,Paracet/Pseudoephed HCl_Tab 500mg/30mg,N/A,N/A
0310000N0BBAAAC,Galpseud_Tab 60mg,N/A,N/A
0310000N0BBABAF,Galpseud_Linct 30mg/5ml S/F,N/A,N/A
0310000N0BBACAL,Galpseud Plus_Linct S/F,N/A,N/A
0310000N0BCABAB,Sudafed_Decongest Liq 30mg/5ml,N/A,N/A
0310000N0BCACAC,Sudafed_Decongest Tab 60mg,N/A,N/A
0310000N0BGACAG,Actifed_Multi Action Tab,N/A,N/A
0310000N0BRAAAU,Otrivine Mu-Cron_Tab 500mg/60mg,N/A,N/A
0310000N0BVAAAW,Sinutab_Non-Drowsy Tab,N/A,N/A
0310000N0BWAAAF,Care_Decongestant Oral Soln 30mg/5ml S/F,N/A,N/A
0310000N0BXAAAW,Contac_Tab Non-Drowsy Dual Relief,N/A,N/A
0310000Q0AAAAAA,Phenyleph HCl_Cap 12mg,N/A,N/A
0310000Q0AAABAB,Phenyleph HCl_Tab 12.18mg,N/A,N/A
0310000Q0AAADAD,Phenyleph HCl_Cap 12.2mg,N/A,N/A
0310000Q0BCAAAA,Sudafed_Blocked Nose Cap 12mg,N/A,N/A
040101000BBARA0,Bio-Tech_Melatonin Cap 3mg,N/A,N/A
0401010ACAAAAAA,Sod Oxybate_Oral Soln 2.5g/5ml S/F,N/A,N/A
0401010ACBBAAAA,Xyrem_Oral Soln 500mg/ml,N/A,N/A
